url,title,summary,date
https://www.yna.co.kr/view/AKR20250610105700002?section=market-plus/all,제56대 한국경제학회장에 강성진 고려대 교수 선출,"(서울=연합뉴스) 민선희 기자 = 한국경제학회는 2026년도(제55대) 학회장으로 강성진 고려대학교 경제학과 교수가 선출됐다고 10일 밝혔다. 학회는 지난달 12일부터 이달 4일까지 투표를 했으며, 이날 열린 개표 이사회에서 강 교수가 차기 학회장으로 선출됐다. 강 교수는 올해 수석부회장을 맡은 뒤 내년 2월 열리는 정기 총회에서 학회장으로 취임할 예정이다. 강 교수는 고려대 경제학과를 졸업하고 미국 스탠퍼드대에서 경제학 박사 학위를 받았으며 한국경제연구학회 회장, 한국국제경제학회 회장, 한국경제학회 부회장을 지냈다. ssun@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610078700009?section=market-plus/all,"""TSMC, 미국 패키징공장 부지 미확정…대만서 패키징 진행""","(타이베이=연합뉴스) 김철문 통신원 = 세계 최대 반도체 파운드리(수탁생산) 기업 TSMC가 미국 내 첨단 패키징 공장 건설을 위한 부지를 아직 낙점하지 못했다고 자유시보 등 대만언론이 10일 소식통을 인용해 보도했다. 소식통은 TSMC가 미국 애리조나 피닉스 21팹(fab·반도체 생산공장) 1공장(P1)이 지난해 말부터 양산에 들어간 4㎚(나노미터·10억분의 1m) 웨이퍼의 패키징을 대만에서 진행할 계획이라고 설명했다 이 소식통은 TSMC가 지난 3월 미국 백악관에서 밝힌 첨단 패키징 공장 2곳의 건설 부지를 낙점하지 못하고 있으며 아직 평가 중이라고 덧붙였다. 또한 면적이 445㏊(헥타르·1㏊는 1만㎡)에 이르는 애리조나 공장에 6개의 공장이 들어설 예정이므로 첨단 패키징 공장 2곳과 연구·개발(R&D) 센터는 다른 부지에 건설해야 할 것이라고 전했다. 다른 소식통은 TSMC가 지난해 10월 세계 2위 반도체 패키징 업체 앰코 테크놀로지와 업무협약(MOU)을 체결해 애리조나 현지에서 첨단 패키징 테스트 서비스를 제공하려 했지만, 공급 부족으로 첨단 패키징은 여전히 대만에서 이뤄져야 한다고 밝혔다. 앞서 TSMC는 지난 3월 백악관에서 미국 내 생산량을 늘리기 위해 1천억 달러(약 135조9천억원)를 추가로 투자해 공장 등을 증설하겠다고 발표했다 기존 투자 계획 650억 달러에 추가되는 것으로, 최종적으로 미국 내에 첨단 웨이퍼 제조 공장 6곳과 첨단 패키징 공장 2곳을 짓겠다는 내용이다. 대만 언론은 TSMC가 미국 내 투자 확대 및 양산에 나서고 있지만 불완전한 공급망과 높은 생산 비용, 고객 수요 부족으로 인한 주문 감소, 현지 인력 양성 등에 어려움을 겪고 있다고 지적했다. 이어 미국 21팹 P1의 웨이퍼 생산량이 월 1만5천장에 불과하고 2공장(P2)의 계획 설비 규모가 P1보다 작다면서 속도 조절 가능성을 지켜봐야 한다고 지적했다. 아울러 현재 21팹의 최대 고객이 애플이",2025-06-10
https://www.yna.co.kr/view/AKR20250610079900008?section=market-plus/all,"자화전자 ""베트남 자회사에 408억원 출자""","(서울=연합뉴스) 코스피 상장사 자화전자[033240]는 베트남 전자부품제조 자회사(JH VINA)에 약 408억원을 출자한다고 10일 공시했다. 출자 후 지분율은 100%가 된다. 자화전자는 이번 조처의 목적을 ""운전자금 및 시설자금 확보""라고 밝혔다. ※ 이 기사는 연합인포맥스가 제공한 공시 데이터를 토대로 알고리즘에 의해 자동 작성돼 편집자의 데스킹을 거쳤습니다.",2025-06-10
https://www.yna.co.kr/view/AKR20250610075400008?section=market-plus/all,"'바이 코리아' 나선 외국인…코스피 3,000 돌파 견인차 되나","외인 이달에만 코스피·코스닥 4조원 순매수…""매수 여력 더 있다"" 반도체·유통·헬스케어 등 외국인 '수급 빈집' 업종 주목 (서울=연합뉴스) 곽윤아 이민영 기자 = 외국인 투자자가 이달 들어 국내 주식시장에서 4조원 가까운 순매수를 기록하면서, 증권가에서는 외국인 매수세가 추가로 이어지며 코스피 3,000 돌파의 견인차 역할을 할 것이란 기대가 나오고 있다. 특히 증권가에서는 반도체·유통 등 외국인 수급이 빈 업종을 중심으로 추가 매수세가 기대된다는 전망이 나온다. 10일 금융정보업체 연합인포맥스에 따르면 외국인은 유가증권시장(코스피)에서 이달 들어 전날까지 4거래일 모두 매수 우위를 보였고, 이 기간 누적 순매수 금액은 3조1천324억원에 달한다. 특히 이재명 정부 출범 첫날인 지난 4일 1조507억원 순매수하며 지수 급등세를 이끌었고 5일(9천800억원)과 전날(9천766억원)에도 1조원에 가까운 순매수세를 보인 점이 눈에 띈다. 이날 오전 11시 34분 기준 외국인의 순매수 금액은 3천471억원으로 전날에 비해 줄긴 했으나, 이런 분위기라면 5거래일 연속 매수 우위의 흐름을 이어갈 것으로 예상된다. 외국인은 코스닥시장에서도 이달 들어 4천억원 가까이 순매수해 양 시장을 합치면 순매수액이 4조원에 달한다. 외국인은 지난해 8월부터 올해 4월까지 9개월 연속 코스피 현물을 순매도했다. 이는 글로벌 금융위기가 발생한 2007년 6월부터 2008년 4월(11개월 연속) 이후 가장 길게 이어진 순매도세였다. 분위기는 지난달 외국인이 1조1천406억원어치의 코스피 현물을 순매수, 10개월 만에 월간 기준 매수 우위로 전환되며 차츰 바뀌기 시작했다. 이는 지난해 12·3 비상계엄 선포·해제 사태 이후 1,480원대를 넘나들었던 원/달러 환율이 점차 하향 안정화하기 시작해 최근에는 1,350원대까지 내려온 영향이 큰 것으로 보인다. 원/달러 환율이 하락하면(원화 가치 상승, 달러 가치 하락)",2025-06-10
https://www.yna.co.kr/view/AKR20250610078200009?section=market-plus/all,"미국 양자컴 아이온큐, 옥스퍼드대 스타트업 인수","인수가 1조5천억원 (서울=연합뉴스) 차병섭 기자 = 미국 양자컴퓨팅 업체 아이온큐가 영국 옥스퍼드대에서 분사한 스타트업 옥스퍼드아이오닉스를 10억8천만 달러(약 1조5천억원)에 인수한다. 9일(현지시간) 블룸버그 통신·파이낸셜타임스(FT)에 따르면 아이온큐는 일대일 주식 맞교환 거래 10억7천만 달러(약 1조4천500억원)와 현금 지급 1천만 달러(약 140억원)에 옥스퍼드아이오닉스를 인수하기로 했다고 밝혔다. 블룸버그는 이번 인수에 대해 아직 실험적 수준인 것으로 평가되는 양자컴퓨팅과 관련해 상업적 자신감이 커지고 있음을 보여주는 것이라고 평가했다. 아이온큐 측은 이번 인수가 '양자컴퓨팅 업계의 엔비디아'가 되려는 목표 달성에 도움이 될 것으로 기대했다. 인수 계약은 연내 마무리될 전망이며, 규제 당국의 승인도 받아야 한다. 양자컴퓨터는 양자 상태에서 0과 1이 중첩되거나 얽히며 정보를 표현할 수 있는 단위인 '큐비트'(Qubit)를 사용, 기존 비트(0과 1로 정보를 표현하는 단위)의 한계를 뛰어넘는 성능을 갖는다. 이를 통해 현재의 슈퍼컴퓨터로는 해결하기 어려운 문제들을 풀 수 있을 것으로 전망되고 있다. IBM이 보유한 기존 최첨단 양자컴퓨터는 1천 큐비트 정도인데, 양사는 합병을 통해 내년에 256큐비트, 2027년 1만 큐비트 이상, 2030년 200만 큐비트를 갖춘 시스템을 구축하겠다는 목표다. 아이온큐는 2021년 기업인수목적회사(SPAC·스팩)와의 합병을 통해 상장한 뒤 양자컴퓨터가 주목을 받으면서 최근 12개월간 주가가 400% 가까이 상승했다. 시가총액은 99억2천620만 달러에 이른다. 올해 매출은 7천500만∼9천500만 달러 정도로 예상된다. 젠슨 황 엔비디아 최고경영자(CEO)가 지난 1월 유용한 양자컴퓨터가 나올 때까지 20년은 걸릴 수 있다고 평가한 뒤 주가가 하루 만에 39%나 급락하기도 했다. bscha@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610064600002?section=market-plus/all,건설경기 불황에…1분기 부동산업 대출 12년 만에 첫 감소,"지방 중심 상업용 부동산 부진에 PF 구조조정 겹쳐 2.5조원↓ 전산업 대출은 17.3조원 늘어…""기업 운전자금 수요↑"" (서울=연합뉴스) 민선희 기자 = 지방을 중심으로 한 상업용 부동산 부진에 부동산 프로젝트파이낸싱(PF) 구조조정까지 진행되면서 올해 1분기 부동산업 대출이 12년 만에 처음으로 감소했다. 한국은행이 10일 발표한 '2025년 1분기 예금취급기관 산업별 대출금' 통계에 따르면 3월 말 기준 부동산업 대출금은 470조9천780억원으로 전 분기 말보다 약 2조5천억원 줄었다. 부동산업 대출이 감소한 것은 지난 2013년 1분기(-2천억원) 이후 처음이고, 감소폭은 지난 2011년 2분기(-3조원) 이후 가장 컸다. 지방 상업용 부동산 등이 계속 부진했고, 부동산 PF 구조조정에 따른 부실채권 매·상각이 늘었다는 게 한은의 설명이다. 1분기 말 건설업 대출액 역시 104조289억원으로, 전 분기 말보다 약 3천억원 줄었다. 건설 기성액 감소세가 이어진 탓에 세 분기 연속 줄었으나, 전 분기(-1조2천억원)보다 감소 폭은 축소됐다. 제조업 대출 잔액은 지난해 말 483조4천억원에서 올해 1분기 말 491조4천억원으로 8조원 늘었다. 지난해 4분기 중 1조6천억원 줄었다가 한 분기 만에 증가로 전환했다. 업종별로 보면 화학·의료용 제품(+1조7천억원)을 비롯해, 기타 기계·장비(+5천억원), 전자·컴퓨터·영상음향·통신(+3천억원) 등이 증가세로 전환했다. 서비스업 대출 잔액은 같은 기간 1천253조7천억원에서 1천261조5천억원으로 7조8천억원 늘었다. 역시 전 분기(+3조9천억원)보다 증가 폭이 확대됐다. 서비스업 중에서는 비수기라는 계절적 요인과 업황 부진 등 영향으로 도소매업(+3조9천억원), 숙박·음식점업(+1조4천억원)의 증가 폭이 컸다. 제조업, 건설업, 서비스업을 모두 합한 전산업 대출금은 1천979조5천억원으로 전 분기 말보다 17조3천억원 증",2025-06-10
https://www.yna.co.kr/view/AKR20250609139451002?section=market-plus/all,與 비은행 원화 스테이블코인 방침에…발등 불 떨어진 한은(종합),"'당청' 한목소리에 초비상…내달 코인 콘퍼런스 개최 모레 李총재 창립 기념사도 주목…우려 반복할 듯 (서울=연합뉴스) 한지훈 기자 = 여당인 더불어민주당이 비은행권의 원화 기반 스테이블코인 허용 방침을 공식화하자 중앙은행인 한국은행 발등에 불이 떨어진 분위기다. 10일 금융권에 따르면, 한은은 조만간 스테이블코인이 우리 경제에 미치는 영향과 대응 방안을 주제로 콘퍼런스를 개최한다. 다음 달 1일로 행사를 준비해왔으나, 민주당의 '디지털자산기본법 제정안'이 공개되자 내용 보강을 위해 부랴부랴 일정을 미룬 것으로 전해졌다. 애초 한은은 전·현직 금융통화위원 사회로 대학 교수들의 발표, 각계 전문가들의 토론을 진행할 계획이었다. 이 자리에서는 원화 스테이블코인 발행을 무분별하게 허용했다가 투매(코인런)가 발생할 경우 원화 경쟁력이 붕괴할 수 있다는 점을 부각할 예정이었다. 한은의 일정 조정은 여당의 관련 입법 방향이 이날 윤곽을 드러낸 상황과 무관치 않아 보인다. 국회 정무위원회 소속 더불어민주당 민병덕 의원은 이날 오전 디지털자산기본법 제정안을 대표 발의했다. 민 의원은 ""미국 등이 디지털자산을 전략 산업으로 육성 중""이라며 ""우리나라는 주도권 경쟁에서 밀려 디지털자산 시장에서 후진국으로 전락할 위기""라고 입법 취지를 설명했다. 이어 ""디지털자산시장은 속도가 중요하다""며 ""글로벌 G2(주요 2개국)를 목표로 최선을 다하겠다""고 '속도전'을 예고했다. 민 의원은 이번 법안에서 대통령 직속 디지털자산위원회를 설치하고, 관련 산업 진흥을 위한 기본 계획과 연도별 시행 계획을 추진하도록 규정했다. 특히 5억원 이상의 자기자본을 가진 국내 법인이면 원화 스테이블코인을 발행할 수 있도록 규정, 투자자 보호 장치를 전제로 핀테크 등 비은행에도 문호를 개방하기로 했다. 앞서 김용범 대통령실 정책실장도 국내 최대 블록체인 전문 투자사 해시드의 싱크탱크인 해시드오픈리서치 대표 시절 비",2025-06-09
https://www.yna.co.kr/view/AKR20250610077800008?section=market-plus/all,'퇴직연금 투자 적격'…한화 S&P500미국채혼합 ETF 상장,"(서울=연합뉴스) 김태균 기자 = 한화자산운용은 미국의 대표 증시 지수인 S&P500 지수와 미국 초단기 국채에 투자하는 'PLUS 미국S&P500미국채혼합50엑티브' 상장지수펀드(ETF)를 신규 상장한다고 10일 밝혔다. 이번 ETF는 퇴직연금(DC·IRP) 계좌에서 S&P500 지수에 장기 투자하려는 이들을 겨냥해 출시했다. 현 규정상 퇴직연금 계좌는 자산의 70%까지 주식 등 위험자산에 투자할 수 있다. 그러나 이 ETF는 채권 혼합형 상품이라 안전자산으로 분류된다. 이 때문에 예컨대 퇴직연금의 70%를 S&P500 ETF에 투자하고 나머지 안전자산 몫인 30%를 이 'PLUS 미국S&P500미국채혼합' ETF에 넣으면, 결과적으로 S&P500 지수에 계좌의 85%를 투자하는 효과가 발생한다. 금정섭 한화자산운용 ETF사업본부장은 ""퇴직연금 자산을 S&P500에 최대한 높은 비중으로 투자하고 싶은 투자자에게 좋은 선택지가 될 것""이라며 ""S&P500와 미국 초단기 국채의 조합은 성장의 과실을 충분히 얻으면서도 변동성을 줄일 수 있어 강점이 있다""고 말했다. tae@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610076100008?section=market-plus/all,국고채 금리 대체로 상승…3년물 장중 연 2.398%,"(서울=연합뉴스) 10일 국고채 금리가 대체로 상승하고 있다. 이날 오전 서울 채권시장에서 3년 만기 국고채 금리는 전 거래일보다 0.7bp(1bp=0.01%포인트) 내린 연 2.398%를 기록했다. 10년물 금리는 연 2.844%로 2.3bp 하락했다. 5년물과 2년물은 각각 0.6bp, 1.0bp 상승해 연 2.576%, 연 2.387%에 거래되고 있다. 20년물은 연 2.852%로 1.5bp 올랐다. 30년물과 50년물은 각각 2.5bp, 2.2bp 상승해 연 2.774%, 연 2.667%를 기록했다. ※ 이 기사와 표는 연합인포맥스의 데이터를 토대로 알고리즘에 의해 자동 작성돼 편집자의 데스킹을 거쳤습니다.",2025-06-10
https://www.yna.co.kr/view/AKR20250610070900008?section=market-plus/all,"'2,900 보인다' 코스피 장중 2,880대 강세…외인 오늘도 순매수","기관·개인은 차익실현…'K2전차 수출 기대감' 방산株 동반 급등 엔터·웹툰에도 정책 기대감…코스닥 개인 순매수에 강세 (서울=연합뉴스) 조민정 기자 = 코스피가 지난 나흘간 강세에 이어 10일에도 상승세를 지속하고 있다. 이날 오전 11시 16분 현재 코스피 지수는 전 거래일보다 28.30포인트(0.99%) 오른 2,884.07을 나타냈다. 지수는 전장보다 16.85포인트(0.59%) 오른 2,872.62로 출발한 뒤 상법 개정안 등 개혁 입법 지연 소식에 장 초반 약세로 전환하기도 했으나 이후 하락폭을 만회하고 상승으로 방향을 잡았다. 이날 장중 고가는 2,885.18로, 지난해 고점인 2,896.43(7월 11일) 돌파까지 14포인트 남짓만을 남겨둔 상태다. 시장에서는 2,900선, 3,000선도 바라볼 수 있다는 전망이 나온다. 코스피 지수가 2,900선을 넘어선 건 지난 2022년 1월 18일(2,902.79)이 마지막이다. 최근 3거래일간 매일 1조원 내외의 강한 순매수세를 보인 외국인은 이날도 3천88억원을 순매수 중이다. 개인과 기관은 각각 2천684억원, 380억원의 매도 우위다. 시가총액 상위 종목 중 삼성전자[005930](-1.00%)는 내리고 SK하이닉스(1.31%)는 오르고 있다. K2전차 폴란드 수출계약 기대감에 현대로템[064350](9.13%)이 급등 중이고 풍산[103140](11.67%), 한화시스템[272210](11.45%), 한화에어로스페이스[012450](7.27%), HD한국조선해양[009540](5.13%) 등 방산주가 동반 상승세다. 전날 스테이블코인 기대감에 상한가를 기록했던 카카오페이[377300](12.93%)는 이날도 급등 중이고, 웹툰산업을 국가전략 산업으로 분류하는 등의 내용을 담은 콘텐츠 산업 육성 정책 발표에 키다리스튜디오[020120](12.04%)도 크게 오르고 있다. 반면 공휴일 대형마트 의무휴업 강제 법안 발의 소",2025-06-10
