url,title,summary,date
https://www.yna.co.kr/view/AKR20250610102200053,경북 동해안 해수서 올해 첫 비브리오패혈균 검출,"""어패류 충분히 익혀 먹는 등 예방수칙 지켜야"" (안동=연합뉴스) 이승형 기자 = 경북도보건환경연구원은 지난달 27일 채수한 동해안 해수에서 올해 처음으로 비브리오패혈균이 검출됐다고 10일 밝혔다. 비브리오패혈균은 오염된 해산물을 날것으로 섭취하거나 충분히 익히지 않았을 경우, 상처 난 피부가 오염된 바닷물과 접촉했을 때 감염될 수 있다. 감염되면 급성 발열, 복통, 구토, 설사 등 증상이 나타나고 만성 간질환자나 당뇨병 환자 등 기저질환이 있는 고위험군은 감염 및 사망 위험이 더 크다. 예방을 위해서는 피부에 상처가 있는 경우 바닷물 접촉을 피하고 어패류는 흐르는 물에 씻어 85도 이상에서 충분히 익혀서 섭취하는 것이 좋다. 연구원은 3월부터 11월까지 포항, 경주, 영덕, 울진 연안 8개 지점의 해수를 채취해 콜레라균, 장염비브리오균, 비브리오패혈균의 분포 등을 검사하고 있다. 연구원 관계자는 ""지난달 국내에서 올해 첫 비브리오패혈증 환자가 발생한 만큼 예방수칙을 철저히 지키는 것이 중요하다""며 ""고위험군의 경우 치사율이 높은 만큼 더욱 각별한 주의가 필요하다""고 말했다. haru@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610095900052,"""무산된 김해 데이터센터 부지에 공동주택 건립 절차는 특혜""","송유인 김해시의원 회견…시 ""미개발 잔여지, 신속·체계적 개발 필요"" (김해=연합뉴스) 이준영 기자 = 경남 김해시에서 추진되다 무산된 NHN 데이터센터 건립사업 부지가 자연녹지에서 준주거지역으로 용도 변경된 후 공동주택 사업 절차가 진행되자 공공성을 무시한 특혜라는 비판의 목소리가 나온다. 김해시의회 더불어민주당 송유인 의원은 10일 김해시청 프레스센터에서 기자회견을 열고 ""도시개발사업이 무산된 NHN 데이터센터 부지의 특혜성 공동주택 사업을 중단하라""고 밝혔다. NHN 데이터센터 건립사업은 인터넷 기업 NHN과 HDC현대산업개발(이하 현산)이 5천억원을 투자해 부원동 일대에 데이터센터와 주상복합아파트 821가구 등을 짓는 사업이었다. 현산이 데이터센터와 주상복합아파트를 짓고, NHN은 데이터센터 건물을 매입해 이용하는 것이 핵심이었다. 이를 위해 시는 자연녹지로 묶여 있던 부지를 일반상업지역으로 용도변경해 사업 추진 길을 터줬다. R&D센터 500여명 신규 채용, 고용 유발효과 약 4천800명, 생산과 부가가치를 비롯한 총 1조3천736억원 규모의 경제적 유발효과 등 공익이 크다는 점에서 기대를 모았다. 하지만 이 사업은 2020년 6월 업무협약 체결 후 지지부진하다가 NHN과 현산이 글로벌 경기 변동 등을 이유로 2023년 11월 최종 포기하면서 사실상 무산됐다. 시는 당초 목적대로 사업이 불가능해지면서 도시개발사업 인허가 취소 절차에 착수했지만, 현산은 지난해 5월 개발계획상 '공동주택 및 데이터센터'를 '공동주택'으로 바꿔 사업을 추진하겠다고 제안했다. 이후 시는 공동주택 용적률 하향 조정(700％→400％), 가구 수 축소(821세대→657세대), 220억원 규모의 공공기여 등을 내건 현산 의견을 수용해 준주거지역으로 다시 용도를 변경해줬다. 송 의원은 이 같은 절차가 명백한 특혜라는 입장이다. 그는 ""공익을 명분으로 용도 변경해줬던 약속이 사라지고 1조3천억원 규",2025-06-10
https://www.yna.co.kr/view/AKR20250610101700004,'함께 나누는 사회적경제 가치'…서울 강서구 사봄마켓 개최,"(서울=연합뉴스) 정준영 기자 = 서울 강서구(구청장 진교훈)는 오는 12일 마곡광장(마곡나루역 6번 출구) 일대에서 '2025 강서구 사회적경제 박람회-사봄마켓'을 개최한다고 10일 밝혔다. 사봄마켓은 사회적기업, 협동조합, 마을기업, 자활기업, 소상공인 등 50여 개 업체가 참여해 판로를 넓히고 사회적경제 가치를 공유하는 프리마켓이다. 올해 행사는 '함께 나누는 가치 S.H.A.R.E.'라는 슬로건 아래 지속가능한 소비(Sustainable), 건강한 소비(Healthy), 대안적 소비(Alternative), 책임 있는 소비(Responsible), 친환경 소비(Eco-friendly)의 의미를 알리고 실천할 수 있는 프로그램을 선보인다. 행사는 ▲ 가치, 만나봄(가치소비 캠페인) ▲ 가치, 즐겨봄(문화공연) ▲ 가치, 해봄(어린이 나눔장터와 놀이 프로그램) ▲ 가치, 사봄(사회적경제기업·소상공인 제품 구매) 등 4가지의 테마로 구성됐다. 진교훈 구청장은 ""사회적경제기업, 지역 기업, 주민들이 한자리에 모여 소통하고 협력하는 특별한 축제""라며 ""사회적경제의 가치가 퍼져나가고, 다양한 기업들이 함께 성장하는 계기가 되길 바란다""고 말했다. prince@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610101300057,"울산 중구의회, 폐지 수집 노인·장애인 지원 조례 추진","(울산=연합뉴스) 김근주 기자 = 울산 중구의회는 '폐지 등 재활용품 수집 노인 및 장애인 지원에 관한 조례'를 제정한다고 10일 밝혔다. 이 조례는 빈곤층이 대부분인 폐지 수집 노인·장애인의 안전을 확보하고 복지를 증진하고자 마련됐다. 세부 내용을 살펴보면, 구청장이 재활용품 수집 노인·장애인 실태 조사를 통해 구체적인 지원 계획을 세우도록 했다. 특히 생계를 목적으로 재활용품을 수집하는 노인·장애인의 교통사고 방지를 위해 야광조끼와 반사판 등 개인보호장비와 동·하절기 및 우천 시 의류와 신발 등 필요 물품을 지원하는 내용을 담았다. 재활용품 수집과 운반에 필요한 물품·장비를 개선할 수 있도록 돕는 방안도 포함됐다. 중구는 올해 2월 말 기준 65세 이상 노인 비율이 20.5%로, 울산 5개 구·군 중 가장 높은 고령화율을 보인다. 지난해 보건복지부 전수조사 결과 울산 지역 폐지 수집 노인은 302명 수준으로, 이중 중구에는 장애인 15명을 포함해 82명이 있는 것으로 나타났다. 조례를 대표 발의한 문기호 의원은 ""고령화 사회에서 생계를 목적으로 폐지 수집에 나선 노인과 장애인 등 소외계층을 위한 보다 꼼꼼하고 체계적인 복지 망의 필요성에 따라 이번 조례를 마련했다""고 말했다. 이번 조례는 오는 23일 열리는 중구의회 정례회 제2차 본회의에서 최종 의결을 거친 뒤 공포될 예정이다. canto@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610101900004,"[속보] 공수처, '채상병 수사외압 의혹' 대통령기록관 압수수색",,2025-06-10
https://www.yna.co.kr/view/AKR20250610101400007,"솔라시도CC, 16일부터 야간 라운드 개시","(서울=연합뉴스) 권훈 기자 = 전남 해남군 솔라시도 골프앤리조트(솔라시도CC)가 16일부터 야간 라운드를 시작한다. 오는 11월 말까지 이어지는 야간 라운드에서는 오후 4시 30분 첫 팀이 나간다. 야간 라운드는 캐디 없이 진행되며, 샤워실과 식음료 시설도 사용할 수 없다. 솔라시도CC는 전 세계 260개 골프 코스를 설계한 세계적인 골프 코스 디자이너 데이비드 데일의 작품으로, 아름다운 자연 풍광이 돋보인다. 페어웨이에 고온다습한 여름 기후에 강한 한국 고유 품종인 장성 중지를 심었다. 솔라시도CC는 남해안 절경을 품고 있어 인기가 높은 파인비치 골프 링크스와 붙어 있어 두 골프장을 연계한 패키지 상품 구성도 가능하다. 연계 패키지 문의는 파인비치 예약실에서 받는다. khoon@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610101600054,전남 해수욕장 7월 5일부터 순차 개장…편의시설 정비,"(무안=연합뉴스) 형민우 기자 = 전남지역 해수욕장이 7월 5일부터 순차적으로 문을 열고 피서객을 맞는다. 10일 전남도에 따르면 도내 54개 해수욕장 가운데 7월 5일 여수, 함평을 시작으로 둘째 주 목포, 고흥, 보성, 장흥, 완도 신지명사십리, 셋째 주 해남, 무안, 영광 송이도, 진도, 신안, 넷째 주 영광 송이도, 완도가 순차적으로 개장할 예정이다. 해수욕장은 오는 8월 24일까지 개장될 예정이다. 전남도는 이날 유관기관 협의회를 열어 올해 해수욕장 운영계획과 이용 활성화 방안, 안전대책 등을 점검했다. 협의회에는 해수욕장이 있는 12개 시군, 소방본부, 목포·여수지방해양수산청, 서해지방해양경찰청 등이 참석했다. 전남도는 올해는 지난해보다 5% 많은 66만명 유치를 목표로 하고 있다. 안전한 해수욕장 운영을 위해 27억원을 투입해 샤워실, 화장실 등 편의시설 개보수, 그늘막, 산책로 조성 등 해수욕장 시설을 정비한다. 안전요원 300여 명과 안전 장비 4천여대를 확보하는 한편, 수질 및 백사장 관리를 위한 환경 검사, 각종 온오프라인 매체를 활용한 홍보 등을 추진한다. 박태건 전남도 섬해양정책과장은 ""해수욕장이 여름철 단순 해수욕 한계를 넘어 사계절 국민대표 관광지로 자리매김토록 인프라 확충에 최선을 다하겠다""고 말했다. minu21@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610098600052,"창원 자산동 도로서 깊이 150cm 땅 꺼짐…양방향 통제, 복구 중","(창원=연합뉴스) 정종호 기자 = 10일 오전 9시 30분께 경남 창원시 마산합포구 자산동 19-1 인근 왕복 2차선 도로에서 가로 30㎝, 세로 50㎝, 깊이 150㎝ 크기의 땅 꺼짐이 발생했다. 마산합포구청 등 관계당국은 도로 양방향 약 50ｍ를 통제하고, 현재 복구공사를 하고 있다. 땅 꺼짐으로 인한 인명 피해는 없었다. 구청 관계자는 ""정확하진 않지만, 인근에 노후한 하수관로 문제가 원인으로 추정된다""고 말했다. 구청은 이날 중 복구공사를 마무리할 예정이다. jjh23@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610100700007,"대한체육회, 10∼12일 청주서 스포츠클럽 관계자 워크숍 개최","(서울=연합뉴스) 최송아 기자 = 대한체육회는 10∼12일 충북 청주 엔포드호텔에서 2025년 스포츠클럽 관계자 워크숍을 연다고 10일 밝혔다. 전국 지정 스포츠클럽 사무국장과 행정·회계직원, 지도자, 시도체육회 관계자 등 약 330명이 참석하는 이번 워크숍은 대상자별 전문 교육을 통해 업무 역량과 전문성을 향상하고 지정 스포츠클럽 기능 확대와 발전을 도모하는 자리다. ▲ 스포츠클럽 사업 전반에 대한 이해 ▲ 스포츠클럽 종합정보시스템 설명회 ▲ 스포츠클럽 회원 유치·관리 방안 교육 ▲ 세무·회계 실무 교육 ▲ 운동 처방·스트레칭 교육 ▲ SNS를 활용한 스포츠마케팅 교육 등이 진행된다. 유승민 대한체육회장은 ""스포츠클럽 관계자와 시도체육회 관계자가 한자리에 모여 현장에서 마주하는 다양한 과제들을 나누고 허심탄회하게 의견을 공유하는 소통의 장이 될 것""이라며 ""스포츠클럽이 활성화해 중장기적으로 생활체육과 전문체육이 연계된 스포츠 선순환 시스템이 정착되는 데 기여할 것으로 기대한다""고 말했다. songa@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610100100053,"""재난 발생 초기에 신속 대응""…대구시 '재난안전기동대' 출범","(대구=연합뉴스) 한무선 기자 = 대구시는 10일 전국 지방자치단체로는 처음으로 각종 재난 발생에 신속히 대응하기 위한 '재난안전기동대'를 창설했다고 밝혔다. 이날 오후 대구시청 산격청사에서 재난안전기동대 출범식을 개최했다. 재난안전기동대는 지난 3월 달성군 함박산과 4월 북구 함지산 산불 현장에서 활약한 산림재난기동대를 확대 개편한 조직이다. 산불뿐 아니라 태풍, 집중호우, 대설 등 자연재난과 다중인파 사고 등 사회재난까지 포괄적으로 대응할 수 있도록 재난 대응 범위를 대폭 확장했다. 모두 20명으로 구성된 재난안전기동대는 시 재난안전실장 지휘 아래 평상시에는 안전계도, 재난 예방 활동 등을 하고 재난이 발생하면 초기 현장 대응에 투입되는 전문 재난 대응조직으로 활동하게 된다. 김정기 대구시장 권한대행은 ""재난안전기동대는 산림청, 소방본부, 구·군 등 유관 기관과 긴밀히 협력해 재난 현장 최전선에서 시민의 생명과 안전을 지키는 중대한 임무를 맡게 될 것""이라고 기대했다. mshan@yna.co.kr",2025-06-10
